customer_id,tenure,monthly_charges,total_charges,num_products,contract_type,payment_method,internet_service,online_security,tech_support,paperless_billing,senior_citizen,gender,partner,dependents,phone_service,multiple_lines,streaming_tv,streaming_movies,device_protection,online_backup,churn
CUST02366,2,31.28,86.63,4,Month-to-month,Mailed check,DSL,No,No internet service,No,0,Female,No,No,Yes,No,Yes,Yes,Yes,Yes,1
CUST02367,71,107.0,900.63,4,Two year,Mailed check,Fiber optic,Yes,No internet service,Yes,1,Female,Yes,No,Yes,No,No,Yes,Yes,No,0
CUST02368,43,83.61,1931.12,1,Month-to-month,Mailed check,No,No,No,No,0,Female,Yes,No,Yes,No phone service,No,No internet service,Yes,No,0
CUST02369,41,36.47,1785.35,2,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,0,Male,No,No,Yes,Yes,No,Yes,No,No,1
CUST02370,5,62.98,7894.64,3,Month-to-month,Credit card,DSL,No internet service,No,Yes,0,Male,No,No,Yes,Yes,No,No,No internet service,Yes,1
CUST02371,38,48.73,2461.93,4,Month-to-month,Mailed check,Fiber optic,No,No,No,0,Female,Yes,No,Yes,Yes,No internet service,No,No,No,0
CUST02372,51,93.68,1036.82,3,Two year,Electronic check,Fiber optic,Yes,No,Yes,0,Male,No,Yes,Yes,No,No,No internet service,No,Yes,0
CUST02373,22,65.34,4373.59,2,One year,Electronic check,No,Yes,No internet service,Yes,0,Female,No,No,Yes,Yes,No,No,Yes,No internet service,0
CUST02374,49,118.93,6866.5,3,Month-to-month,Credit card,Fiber optic,No,Yes,No,0,Male,No,No,Yes,No,Yes,Yes,No internet service,No,0
CUST02375,42,25.47,5430.92,2,Month-to-month,Credit card,Fiber optic,No,No,No,0,Male,No,No,Yes,No,Yes,No internet service,No internet service,Yes,0
CUST02376,18,55.5,2382.74,1,Month-to-month,Mailed check,Fiber optic,No,Yes,No,0,Female,Yes,Yes,Yes,Yes,No internet service,No,No internet service,No internet service,0
CUST02377,68,68.19,4501.7,3,Two year,Electronic check,Fiber optic,Yes,No,Yes,0,Female,Yes,Yes,Yes,No,No,No,No,Yes,0
CUST02378,50,70.31,5724.55,1,One year,Bank transfer,Fiber optic,No,No,No,0,Female,No,No,Yes,No,No internet service,Yes,No,No,0
CUST02379,10,51.59,5830.27,1,One year,Mailed check,DSL,Yes,Yes,Yes,0,Female,No,Yes,Yes,No,No,Yes,No,No,0
CUST02380,11,92.92,5338.98,2,One year,Credit card,Fiber optic,No,Yes,No,0,Female,Yes,Yes,Yes,No,No,Yes,No,Yes,1
CUST02381,7,107.47,6969.07,3,One year,Credit card,DSL,No internet service,Yes,No,0,Male,No,Yes,Yes,No,No,No,Yes,No,1
CUST02382,23,113.87,6963.44,4,One year,Credit card,DSL,No,No,Yes,0,Male,No,Yes,Yes,No,No,Yes,Yes,No,1
CUST02383,40,100.51,4639.91,3,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No,0,Male,No,No,Yes,No,Yes,Yes,No internet service,No internet service,0
CUST02384,35,105.06,3450.25,4,Two year,Electronic check,DSL,No internet service,No,No,1,Female,Yes,No,Yes,No,Yes,Yes,No,No,0
CUST02385,71,75.05,5139.73,1,One year,Credit card,DSL,Yes,No,Yes,0,Female,No,Yes,No,No phone service,No internet service,No,Yes,No,0
CUST02386,54,102.59,6549.33,1,One year,Mailed check,Fiber optic,No,Yes,No,0,Female,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,1
CUST02387,8,50.35,65.1,2,Two year,Bank transfer,Fiber optic,No,Yes,Yes,0,Male,Yes,No,Yes,No phone service,No,No internet service,Yes,No,1
CUST02388,46,59.85,7936.14,4,Two year,Electronic check,DSL,Yes,Yes,No,1,Female,No,No,Yes,Yes,Yes,Yes,No,No internet service,0
CUST02389,14,51.69,1479.49,3,Two year,Mailed check,Fiber optic,Yes,No,No,0,Female,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,0
CUST02390,47,66.74,3772.59,2,Two year,Mailed check,DSL,Yes,No,No,0,Male,Yes,Yes,Yes,No,No internet service,No internet service,Yes,No,0
CUST02391,41,48.56,6978.8,2,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,0,Male,No,No,Yes,No,No,No,No,No,0
CUST02392,59,116.16,1815.82,2,Month-to-month,Bank transfer,Fiber optic,No internet service,No,Yes,0,Female,Yes,No,Yes,No,No,Yes,Yes,No,1
CUST02393,69,51.28,3824.83,3,One year,Bank transfer,DSL,No,No,Yes,0,Male,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,0
CUST02394,11,29.8,1078.01,2,Month-to-month,Credit card,No,Yes,Yes,No,0,Male,No,Yes,Yes,Yes,No,Yes,Yes,No,0
CUST02395,1,72.68,3172.71,3,Two year,Electronic check,DSL,No internet service,Yes,Yes,0,Female,Yes,Yes,Yes,Yes,No internet service,No,Yes,No internet service,0
CUST02396,6,25.71,1433.54,2,One year,Credit card,Fiber optic,No,Yes,No,0,Male,No,Yes,Yes,Yes,No internet service,Yes,No internet service,No,0
CUST02397,2,31.05,2921.75,4,One year,Bank transfer,No,No,No,Yes,0,Male,Yes,Yes,Yes,No,No,Yes,No,Yes,0
CUST02398,2,41.94,3000.24,1,Two year,Bank transfer,No,No,No,No,0,Female,No,Yes,No,No,Yes,Yes,No,Yes,0
CUST02399,26,66.44,7945.5,4,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,0,Male,No,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST02400,39,63.33,7958.61,4,One year,Credit card,No,No,No,Yes,0,Male,Yes,No,Yes,Yes,No,Yes,No internet service,No,0
CUST02401,32,99.97,935.99,2,One year,Mailed check,No,No,No,Yes,0,Male,Yes,No,Yes,No phone service,No,Yes,No,No internet service,0
CUST02402,0,93.95,5813.23,4,Month-to-month,Bank transfer,DSL,No,Yes,Yes,0,Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1
CUST02403,7,62.63,432.93,4,Month-to-month,Credit card,Fiber optic,No internet service,No,No,0,Female,No,Yes,Yes,Yes,Yes,No,No,No,1
CUST02404,31,53.37,260.93,4,Two year,Bank transfer,DSL,No,No,Yes,0,Male,No,No,Yes,No phone service,No,Yes,Yes,No,0
CUST02405,47,51.65,860.56,2,One year,Credit card,Fiber optic,No,Yes,Yes,1,Female,No,No,Yes,No,Yes,No,Yes,No internet service,0
CUST02406,3,97.4,7724.58,3,Two year,Electronic check,Fiber optic,Yes,No,Yes,0,Male,Yes,Yes,Yes,No phone service,Yes,No,No,No,1
CUST02407,69,25.21,7528.09,1,Month-to-month,Electronic check,DSL,No,Yes,Yes,0,Male,Yes,Yes,Yes,Yes,No,No,Yes,No,0
CUST02408,18,21.28,1567.54,1,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,0,Female,Yes,Yes,Yes,No,No internet service,No,Yes,No,0
CUST02409,31,99.55,1310.15,3,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,0,Female,Yes,No,No,Yes,No,No internet service,No,No,1
CUST02410,8,67.71,1939.47,3,Month-to-month,Credit card,No,No internet service,No,Yes,0,Female,No,Yes,Yes,No,No,Yes,Yes,Yes,1
CUST02411,11,33.09,4134.07,4,Two year,Electronic check,DSL,Yes,Yes,No,0,Female,Yes,Yes,Yes,Yes,No internet service,No,Yes,No,0
CUST02412,10,43.56,4566.24,1,Month-to-month,Credit card,Fiber optic,No,No,No,0,Male,No,No,Yes,Yes,Yes,Yes,No,Yes,1
CUST02413,45,113.25,1788.32,3,Two year,Electronic check,DSL,No internet service,Yes,No,0,Male,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,0
CUST02414,15,105.95,6057.85,4,Two year,Electronic check,DSL,No,Yes,Yes,0,Male,Yes,No,Yes,No,No internet service,Yes,No internet service,No,0
CUST02415,0,90.98,2490.23,1,Two year,Mailed check,Fiber optic,Yes,No,Yes,1,Female,Yes,No,Yes,Yes,Yes,No,No,No internet service,0
CUST02416,62,68.22,7378.61,2,Month-to-month,Bank transfer,DSL,No,Yes,No,0,Female,No,Yes,Yes,No phone service,No internet service,No,Yes,No internet service,0
CUST02417,20,72.03,5260.65,2,Two year,Credit card,Fiber optic,No internet service,Yes,No,0,Female,Yes,No,Yes,No,No,No,Yes,No internet service,0
CUST02418,29,117.52,3502.08,1,Month-to-month,Bank transfer,No,No,No,No,0,Female,Yes,No,Yes,No,Yes,No,No internet service,Yes,1
CUST02419,12,116.58,6323.5,1,Month-to-month,Bank transfer,DSL,No,No,Yes,0,Male,Yes,No,Yes,No,No internet service,No,No,No internet service,1
CUST02420,33,41.53,6546.96,2,Month-to-month,Electronic check,No,No,Yes,No,0,Male,Yes,No,Yes,No,No,No internet service,No,No,0
CUST02421,3,101.11,2338.04,2,Two year,Electronic check,DSL,No,No,No,1,Female,No,Yes,Yes,No,No,Yes,No,No,0
CUST02422,27,39.72,2730.92,1,Month-to-month,Credit card,DSL,No,No internet service,Yes,0,Female,No,Yes,No,No phone service,No,Yes,No,No,1
CUST02423,58,41.35,7488.92,4,Month-to-month,Credit card,DSL,No,Yes,No,0,Male,Yes,Yes,Yes,No phone service,No,No internet service,Yes,No,0
CUST02424,26,87.61,1334.63,3,Month-to-month,Credit card,No,No,No,No,0,Female,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1
CUST02425,68,60.5,356.36,3,Month-to-month,Electronic check,DSL,No,No,Yes,0,Female,No,Yes,Yes,Yes,No,No internet service,No,No,0
CUST02426,24,113.15,3643.36,1,Month-to-month,Mailed check,No,Yes,No,Yes,0,Male,No,Yes,Yes,No,No,No,No,No,1
CUST02427,2,28.9,6413.66,3,Two year,Credit card,No,Yes,Yes,No,0,Male,Yes,No,Yes,Yes,No,Yes,Yes,No,1
CUST02428,67,71.15,6177.91,2,One year,Electronic check,Fiber optic,No,Yes,No,0,Male,Yes,Yes,Yes,Yes,No,Yes,Yes,No internet service,0
CUST02429,24,111.85,7357.85,2,Two year,Mailed check,Fiber optic,No,No,No,0,Female,No,No,Yes,No,No internet service,No,No internet service,No,0
CUST02430,19,110.41,4274.94,3,One year,Bank transfer,Fiber optic,No,No internet service,No,0,Female,No,No,Yes,No,Yes,No internet service,No,No,0
CUST02431,33,35.65,818.52,1,Two year,Electronic check,Fiber optic,No,No,Yes,0,Female,Yes,No,Yes,No,No internet service,Yes,Yes,No,0
CUST02432,25,56.66,4717.74,2,Month-to-month,Credit card,DSL,No,No internet service,Yes,0,Female,Yes,No,Yes,No phone service,Yes,Yes,Yes,No,0
CUST02433,4,81.91,6231.6,4,One year,Credit card,Fiber optic,No internet service,No,Yes,0,Female,No,No,Yes,No,No internet service,No internet service,No,No,0
CUST02434,60,35.94,764.76,4,One year,Mailed check,Fiber optic,No,No internet service,Yes,0,Male,No,No,Yes,No,No internet service,No,No,Yes,0
CUST02435,8,116.8,1397.81,2,Month-to-month,Mailed check,Fiber optic,No,No,Yes,1,Male,No,No,Yes,Yes,No,Yes,No,Yes,1
CUST02436,49,111.47,118.08,2,Two year,Electronic check,DSL,No,No internet service,Yes,0,Male,Yes,No,Yes,Yes,No,No,No internet service,No,0
CUST02437,5,36.7,4757.35,3,One year,Mailed check,DSL,No,Yes,No,0,Male,Yes,No,Yes,Yes,No,No internet service,No,Yes,0
CUST02438,59,32.12,7096.14,1,Two year,Electronic check,No,No internet service,No internet service,No,1,Female,No,No,Yes,Yes,No internet service,No,Yes,No,0
CUST02439,43,28.54,5371.89,3,One year,Mailed check,DSL,Yes,Yes,No,0,Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,0
CUST02440,10,110.94,7856.68,1,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,0,Male,No,Yes,Yes,No,No,Yes,No internet service,No,1
CUST02441,65,39.36,523.01,4,One year,Credit card,DSL,Yes,No,No,0,Male,Yes,No,Yes,No,No,No,No internet service,Yes,0
CUST02442,46,61.63,7225.95,4,Month-to-month,Credit card,No,Yes,No,Yes,1,Male,Yes,No,Yes,No,No internet service,Yes,Yes,No,0
CUST02443,2,64.89,6516.26,1,One year,Bank transfer,No,No,Yes,Yes,0,Female,No,Yes,Yes,No phone service,Yes,No,Yes,No,1
CUST02444,29,79.9,2527.65,3,One year,Credit card,DSL,Yes,No internet service,Yes,0,Female,Yes,Yes,Yes,Yes,No,No,No internet service,No,1
CUST02445,20,27.17,7788.74,2,Two year,Credit card,DSL,No,No,Yes,0,Male,Yes,No,Yes,No,No,No,Yes,Yes,0
CUST02446,27,42.68,2317.74,1,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,Yes,0,Female,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,0
CUST02447,61,113.15,7116.65,3,Month-to-month,Credit card,DSL,No internet service,No internet service,No,0,Male,Yes,No,Yes,No,Yes,No,No internet service,No,1
CUST02448,32,110.84,7048.37,4,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,0,Male,No,No,Yes,No,No internet service,No,No internet service,No,0
CUST02449,34,98.13,6066.11,2,Month-to-month,Electronic check,Fiber optic,No,Yes,No,0,Male,Yes,No,Yes,Yes,Yes,No,No,No,1
CUST02450,51,21.94,4516.49,4,Two year,Credit card,DSL,No internet service,Yes,Yes,0,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST02451,33,52.7,977.62,1,Two year,Bank transfer,Fiber optic,Yes,No,No,0,Male,No,No,Yes,No,No,Yes,No internet service,Yes,0
CUST02452,40,82.8,4265.13,4,One year,Credit card,Fiber optic,No,No,No,1,Female,No,Yes,Yes,Yes,Yes,No,No,Yes,0
CUST02453,50,47.52,2867.23,4,Two year,Bank transfer,Fiber optic,No internet service,No,No,0,Female,Yes,No,Yes,No phone service,No,No,Yes,Yes,0
CUST02454,46,110.96,6341.89,1,Month-to-month,Bank transfer,DSL,Yes,No,No,0,Female,Yes,No,Yes,Yes,No internet service,No,No,Yes,0
CUST02455,57,83.39,6069.87,2,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,1,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,1
CUST02456,56,27.19,7286.69,1,Month-to-month,Mailed check,Fiber optic,No,No,Yes,1,Male,No,No,Yes,Yes,No internet service,No,Yes,Yes,0
CUST02457,22,110.9,138.34,3,Two year,Electronic check,Fiber optic,Yes,Yes,No,0,Female,No,No,Yes,No,No,No,No,Yes,0
CUST02458,47,115.78,6476.64,1,One year,Electronic check,DSL,No,No internet service,Yes,0,Male,No,No,Yes,No,No internet service,Yes,No,No,1
CUST02459,21,27.77,7508.93,1,One year,Credit card,DSL,No,Yes,No,0,Male,Yes,Yes,Yes,No,Yes,Yes,No internet service,No internet service,0
CUST02460,16,73.24,6318.62,2,Month-to-month,Bank transfer,No,Yes,No,Yes,1,Female,Yes,No,Yes,No,No internet service,Yes,No,No internet service,0
CUST02461,68,50.34,1058.95,3,Month-to-month,Mailed check,No,No,Yes,Yes,1,Male,Yes,Yes,No,No,Yes,No,No,No,1
CUST02462,10,59.28,668.61,4,Two year,Bank transfer,Fiber optic,No,No,Yes,0,Male,Yes,No,Yes,Yes,No,No,No,Yes,0
CUST02463,14,37.97,186.35,4,Month-to-month,Credit card,DSL,No,No,No,0,Female,No,No,Yes,Yes,No,No,No,Yes,0
CUST02464,34,77.81,5037.39,4,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,0,Female,Yes,No,Yes,No,No internet service,Yes,Yes,No,1
CUST02465,32,115.8,5044.79,4,Month-to-month,Credit card,No,No internet service,No,No,0,Female,No,No,Yes,No,No,No,No internet service,Yes,0
CUST02466,15,70.31,7895.57,2,Month-to-month,Electronic check,Fiber optic,No,No internet service,Yes,0,Female,Yes,Yes,Yes,Yes,No,No,No,No,0
CUST02467,33,28.29,3196.38,3,One year,Electronic check,DSL,No internet service,No internet service,No,0,Male,Yes,No,Yes,No,No internet service,No,No,No internet service,0
CUST02468,65,82.0,2668.61,2,Month-to-month,Credit card,Fiber optic,No internet service,Yes,Yes,0,Male,No,No,Yes,No,No internet service,Yes,No,Yes,1
CUST02469,39,54.02,5002.91,1,One year,Electronic check,No,No,No,No,0,Female,No,No,Yes,Yes,Yes,No,No,No,0
CUST02470,27,105.59,6608.36,3,One year,Bank transfer,DSL,Yes,Yes,Yes,0,Female,No,No,Yes,No,No internet service,No,No,No internet service,0
CUST02471,46,63.47,7495.46,3,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,Yes,0,Male,Yes,No,Yes,No phone service,No,No,No,No,1
CUST02472,38,39.28,6428.93,4,One year,Mailed check,Fiber optic,No,No,Yes,0,Male,No,No,Yes,Yes,No internet service,No,No,No internet service,0
CUST02473,69,39.11,3424.86,4,One year,Bank transfer,Fiber optic,Yes,Yes,No,0,Female,No,No,Yes,No,Yes,No internet service,Yes,No internet service,0
CUST02474,19,96.88,5086.62,4,Month-to-month,Mailed check,Fiber optic,No,No,Yes,0,Female,Yes,No,Yes,No,Yes,Yes,No,No,1
CUST02475,0,46.56,6853.27,4,One year,Bank transfer,Fiber optic,Yes,No internet service,Yes,0,Female,No,Yes,Yes,No,No,No internet service,No,No,0
CUST02476,71,96.72,3935.07,1,One year,Credit card,DSL,Yes,Yes,Yes,0,Female,No,No,Yes,No,Yes,No internet service,No internet service,No,0
CUST02477,62,40.59,1749.16,4,Month-to-month,Mailed check,DSL,No,Yes,Yes,0,Female,Yes,No,Yes,No,No,No,No,No,0
CUST02478,66,52.17,1374.39,2,Two year,Credit card,Fiber optic,Yes,No,No,0,Female,No,No,Yes,Yes,No,No,No,No,0
CUST02479,3,66.55,21.26,3,Month-to-month,Credit card,DSL,No internet service,No,No,0,Female,No,No,No,No phone service,No,No internet service,No,No internet service,0
CUST02480,57,114.32,5751.54,1,Two year,Bank transfer,Fiber optic,No internet service,No internet service,No,0,Male,No,No,Yes,No,No,No,No,No,0
CUST02481,24,113.17,906.56,1,Two year,Mailed check,Fiber optic,No,No internet service,Yes,0,Male,No,No,Yes,No,No,No,No internet service,No,0
CUST02482,46,40.69,1965.84,3,Month-to-month,Electronic check,DSL,Yes,No,No,0,Male,Yes,No,Yes,No,No,No internet service,No,No,1
CUST02483,37,55.82,2397.05,3,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,0,Male,No,No,Yes,No,Yes,No internet service,No,Yes,0
CUST02484,14,34.94,4491.83,3,Month-to-month,Electronic check,Fiber optic,No,No,Yes,0,Male,No,No,Yes,No,No internet service,Yes,No,No internet service,1
CUST02485,62,71.0,3195.7,1,Month-to-month,Electronic check,DSL,No,Yes,Yes,0,Male,Yes,No,No,Yes,No internet service,No internet service,No,Yes,0
CUST02486,20,66.06,5403.9,2,Two year,Bank transfer,Fiber optic,Yes,No internet service,No,0,Female,Yes,No,Yes,No,Yes,No internet service,No,No,0
CUST02487,56,110.08,464.0,2,One year,Credit card,No,No,Yes,Yes,0,Female,Yes,No,Yes,Yes,No internet service,Yes,No,No,1
CUST02488,52,113.0,1009.03,3,Month-to-month,Mailed check,Fiber optic,No,No,No,0,Female,No,No,Yes,No,Yes,No,Yes,No,0
CUST02489,45,58.36,4003.71,1,One year,Bank transfer,Fiber optic,No internet service,Yes,Yes,0,Female,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,0
CUST02490,13,69.17,2708.98,4,Two year,Electronic check,DSL,No internet service,No,No,0,Female,No,Yes,Yes,No,No,Yes,No,Yes,0
CUST02491,16,109.62,2380.59,1,One year,Mailed check,DSL,No,No,No,0,Male,Yes,Yes,No,Yes,No,No,No,No internet service,0
CUST02492,38,100.67,554.88,3,One year,Bank transfer,DSL,No,No,No,1,Male,No,No,Yes,No,Yes,No,No,Yes,0
CUST02493,8,20.37,7167.84,1,One year,Credit card,Fiber optic,Yes,No,Yes,0,Male,No,No,Yes,No,No internet service,No,No,Yes,0
CUST02494,5,52.01,5540.71,1,Month-to-month,Electronic check,Fiber optic,Yes,No,No,0,Male,Yes,No,Yes,No,No internet service,No,No internet service,Yes,0
CUST02495,22,62.18,990.51,1,Month-to-month,Mailed check,DSL,No internet service,Yes,No,1,Male,Yes,Yes,Yes,Yes,No internet service,No,No,No,0
CUST02496,58,42.97,539.07,4,One year,Mailed check,Fiber optic,No,No internet service,Yes,0,Male,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,0
CUST02497,45,39.96,7799.48,3,Month-to-month,Electronic check,DSL,Yes,No internet service,No,0,Male,Yes,No,Yes,No,No internet service,No,Yes,No,0
CUST02498,37,23.78,5455.76,3,One year,Credit card,DSL,No,Yes,No,0,Male,No,No,Yes,Yes,No,No,No internet service,Yes,0
CUST02499,13,84.34,3351.3,3,One year,Electronic check,Fiber optic,No internet service,No internet service,No,0,Female,Yes,No,Yes,Yes,No,Yes,No,No,1
CUST02500,71,46.25,5619.81,2,One year,Credit card,DSL,No,No internet service,Yes,0,Male,No,No,Yes,No,No internet service,Yes,No,Yes,0
CUST02501,61,25.23,6055.53,2,Month-to-month,Mailed check,Fiber optic,Yes,No,No,0,Female,No,No,Yes,Yes,No,No,Yes,No,0
CUST02502,34,43.1,6244.1,3,Month-to-month,Electronic check,DSL,No internet service,Yes,No,0,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,0
CUST02503,18,100.19,3833.46,1,Month-to-month,Credit card,Fiber optic,No,No,No,0,Female,No,No,Yes,No,No,Yes,Yes,No,0
CUST02504,29,105.15,3450.46,1,Month-to-month,Credit card,No,No,No,Yes,0,Male,Yes,Yes,No,Yes,No,Yes,No,No internet service,0
CUST02505,24,68.31,108.0,3,Month-to-month,Bank transfer,No,Yes,No,No,1,Male,Yes,No,Yes,Yes,No internet service,No,No,No,0
CUST02506,39,61.61,7413.93,4,One year,Credit card,No,No internet service,No,No,0,Male,Yes,No,Yes,No,No internet service,No internet service,Yes,No,0
CUST02507,13,117.79,4834.4,4,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,0,Male,Yes,No,Yes,Yes,No,No,No,No,0
CUST02508,25,40.06,1641.17,1,Month-to-month,Electronic check,Fiber optic,No,No,No,1,Male,No,No,Yes,Yes,Yes,No,No internet service,No,0
CUST02509,21,41.54,7358.44,1,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,0,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1
CUST02510,47,49.19,7321.16,2,Month-to-month,Electronic check,Fiber optic,No,No,No,0,Female,No,No,Yes,No,No,Yes,No,Yes,1
CUST02511,50,37.28,7913.69,4,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,0,Male,No,No,Yes,Yes,Yes,Yes,No,No,0
CUST02512,2,57.94,6994.97,1,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,0,Male,Yes,No,Yes,No,No,Yes,No,No,1
CUST02513,41,111.08,7982.32,1,Two year,Electronic check,DSL,No,No,Yes,0,Male,Yes,Yes,Yes,No phone service,No internet service,No,No internet service,No internet service,1
CUST02514,18,81.53,1972.6,3,Month-to-month,Credit card,No,Yes,Yes,No,0,Male,No,Yes,No,No phone service,Yes,No internet service,No,No internet service,0
CUST02515,27,61.19,6741.15,2,One year,Mailed check,Fiber optic,No internet service,No internet service,No,1,Male,No,No,Yes,No,No internet service,No,No internet service,No internet service,0
CUST02516,44,113.44,6587.77,4,Two year,Credit card,No,Yes,No,Yes,0,Male,Yes,No,Yes,Yes,No,No,Yes,Yes,0
CUST02517,70,24.85,1862.9,4,Month-to-month,Electronic check,DSL,No,No,No,0,Female,No,No,Yes,No,No,No,Yes,No,1
CUST02518,62,41.03,805.53,2,Two year,Bank transfer,DSL,Yes,Yes,No,0,Male,Yes,No,Yes,Yes,No,No,No,Yes,0
CUST02519,18,76.59,7835.78,1,Month-to-month,Mailed check,DSL,No,No,Yes,0,Male,No,No,Yes,No,No,No,No internet service,No,0
CUST02520,46,81.56,2382.28,4,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,0,Male,No,No,Yes,No phone service,No,Yes,No,Yes,1
CUST02521,13,23.96,6969.72,4,Month-to-month,Mailed check,DSL,No,No,Yes,0,Female,No,No,Yes,No,No,No,Yes,No,1
CUST02522,37,60.3,52.93,4,Month-to-month,Credit card,Fiber optic,No,No internet service,No,0,Female,Yes,No,Yes,No,Yes,No,No,No,0
CUST02523,52,84.92,187.78,3,Month-to-month,Bank transfer,DSL,No internet service,No,Yes,0,Female,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,0
CUST02524,60,89.81,3737.65,2,Month-to-month,Bank transfer,DSL,No,No,No,0,Female,Yes,No,Yes,Yes,No internet service,No,No,No,0
CUST02525,35,83.81,1924.94,4,One year,Electronic check,Fiber optic,Yes,Yes,Yes,0,Male,No,Yes,Yes,No phone service,Yes,No,Yes,No,0
CUST02526,39,52.06,5524.93,2,Two year,Mailed check,No,Yes,No,Yes,0,Male,No,No,Yes,Yes,No,Yes,No,Yes,0
CUST02527,29,29.35,4533.2,1,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,0,Male,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,0
CUST02528,8,62.71,638.34,2,Month-to-month,Mailed check,Fiber optic,Yes,No,No,0,Female,Yes,No,Yes,No,No internet service,No internet service,Yes,No,1
CUST02529,63,32.88,1317.77,3,Month-to-month,Credit card,DSL,No,No,No,1,Male,Yes,No,Yes,No,Yes,No,No internet service,Yes,1
CUST02530,32,114.76,3116.63,3,Month-to-month,Credit card,DSL,No internet service,No internet service,No,0,Male,Yes,No,No,Yes,No internet service,No,Yes,No,1
CUST02531,51,67.52,1501.12,2,One year,Electronic check,Fiber optic,No internet service,No,Yes,0,Female,Yes,No,Yes,No,No,No internet service,No,No internet service,0
CUST02532,13,51.73,6341.93,3,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No,0,Male,No,No,Yes,Yes,Yes,No,Yes,No internet service,0
CUST02533,52,96.63,3340.24,4,Month-to-month,Bank transfer,No,No internet service,No,No,0,Female,No,No,Yes,No,No,No internet service,Yes,Yes,1
CUST02534,58,69.79,765.59,3,One year,Mailed check,Fiber optic,No,No,Yes,0,Male,No,Yes,Yes,Yes,No internet service,No,No,No internet service,0
CUST02535,40,51.0,3885.06,1,Two year,Credit card,No,No,No,No,1,Female,No,No,Yes,No,Yes,No,No,No,0
CUST02536,67,101.2,744.89,2,Month-to-month,Bank transfer,DSL,No,No,Yes,0,Male,No,Yes,Yes,Yes,No internet service,No,No,Yes,1
CUST02537,67,106.72,1048.92,2,One year,Electronic check,DSL,No internet service,No internet service,Yes,0,Female,Yes,No,Yes,No,Yes,Yes,Yes,No,0
CUST02538,7,87.3,1932.09,1,Month-to-month,Electronic check,DSL,Yes,Yes,No,0,Female,Yes,No,Yes,No,No,No internet service,No,No,1
CUST02539,1,24.7,6879.03,1,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,0,Female,Yes,Yes,Yes,No phone service,Yes,Yes,Yes,No,0
CUST02540,40,76.63,7398.41,1,Month-to-month,Electronic check,DSL,Yes,Yes,No,0,Female,No,No,Yes,No,No,Yes,No,No,1
CUST02541,54,96.33,6613.54,1,Month-to-month,Bank transfer,DSL,Yes,No,Yes,0,Female,No,No,Yes,Yes,Yes,Yes,No,No,0
CUST02542,15,33.65,2685.94,4,Two year,Bank transfer,Fiber optic,No,No,No,0,Male,Yes,No,Yes,No,Yes,No internet service,No internet service,No,0
CUST02543,61,42.87,2194.12,3,Month-to-month,Bank transfer,DSL,No,Yes,No,0,Male,No,No,Yes,No,Yes,Yes,No,No,0
CUST02544,47,108.25,4402.26,3,Month-to-month,Bank transfer,DSL,No,No,No,1,Male,Yes,Yes,Yes,Yes,No internet service,No,Yes,Yes,0
CUST02545,29,22.01,5780.39,4,Month-to-month,Mailed check,DSL,No,No,Yes,0,Female,No,Yes,Yes,No,Yes,No internet service,No internet service,No,1
